BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,BEGIN_DATE,BEGIN_DATETIME,END_DATE,END_DATETIME,storm_severity,storm_duration,Storm_Severity
195207,19,1830,195207,19,1830,,10072247,MONTANA,30,1952,July,Tornado,C,109,WIBAUX,,19-JUL-52 18:30:00,CST,19-JUL-52 18:30:00,2,0,1,0,250000.0,0,,0,,,,F3,9.1,33,,,,,0,,,0,,,46.97,-104.25,47.0,-104.05,,,PUB,19520719,1952-07-19 18:03:00,19520719,1952-07-19 18:03:00,Low,0.0,High
195208,13,1930,195208,13,1930,,10073807,NEBRASKA,31,1952,August,Tornado,C,25,CASS,,13-AUG-52 19:30:00,CST,13-AUG-52 19:30:00,0,0,0,0,250000.0,0,,0,,,,F4,7.3,33,,,,,0,,,0,,,41.02,-96.32,40.93,-96.22,,,PUB,19520813,1952-08-13 19:03:00,19520813,1952-08-13 19:03:00,Low,0.0,High
195206,15,1902,195206,15,1902,,10073801,NEBRASKA,31,1952,June,Tornado,C,89,HOLT,,15-JUN-52 19:02:00,CST,15-JUN-52 19:02:00,0,0,0,0,2500.0,0,,0,,,,F1,1.0,33,,,,,0,,,0,,,42.48,-98.67,,,,,PUB,19520615,1952-06-15 19:00:02,19520615,1952-06-15 19:00:02,Low,0.0,Low
195207,1,1800,195207,1,1800,,10089665,NORTH DAKOTA,38,1952,July,Tornado,C,15,BURLEIGH,,01-JUL-52 18:00:00,CST,01-JUL-52 18:00:00,25,0,1,0,250000.0,0,,0,,,,F4,19.8,150,,,,,0,,,0,,,47.05,-100.5,47.15,-100.1,,,PUB,19520701,1952-07-01 18:00:00,19520701,1952-07-01 18:00:00,Low,0.0,High
195207,1,1836,195207,1,1836,,10089666,NORTH DAKOTA,38,1952,July,Tornado,C,15,BURLEIGH,,01-JUL-52 18:36:00,CST,01-JUL-52 18:36:00,1,0,0,0,250000.0,0,,0,,,,F4,28.2,150,,,,,0,,,0,,,47.15,-100.1,47.2,-99.5,,,PUB,19520701,1952-07-01 18:03:06,19520701,1952-07-01 18:03:06,Low,0.0,High
195207,9,1500,195207,9,1500,,10089667,NORTH DAKOTA,38,1952,July,Tornado,C,35,GRAND FORKS,,09-JUL-52 15:00:00,CST,09-JUL-52 15:00:00,0,0,0,0,2500.0,0,,0,,,,F2,0.0,33,,,,,0,,,0,,,47.92,-97.17,,,,,PUB,19520709,1952-07-09 15:00:00,19520709,1952-07-09 15:00:00,Low,0.0,Low
195207,19,1830,195207,19,1830,,10089668,NORTH DAKOTA,38,1952,July,Tornado,C,33,GOLDEN VALLEY,,19-JUL-52 18:30:00,CST,19-JUL-52 18:30:00,0,0,0,0,2500.0,0,,0,,,,F3,7.3,33,,,,,0,,,0,,,47.0,-104.05,47.02,-103.88,,,PUB,19520719,1952-07-19 18:03:00,19520719,1952-07-19 18:03:00,Low,0.0,Low
195207,24,1900,195207,24,1900,,10089669,NORTH DAKOTA,38,1952,July,Tornado,C,93,STUTSMAN,,24-JUL-52 19:00:00,CST,24-JUL-52 19:00:00,0,0,0,0,250000.0,0,,0,,,,F2,7.3,33,,,,,0,,,0,,,47.0,-98.67,47.0,-98.5,,,PUB,19520724,1952-07-24 19:00:00,19520724,1952-07-24 19:00:00,Low,0.0,High
195206,26,2000,195206,26,2000,,10073802,NEBRASKA,31,1952,June,Tornado,C,151,SALINE,,26-JUN-52 20:00:00,CST,26-JUN-52 20:00:00,0,0,0,0,0.0,0,,0,,,,F2,2.7,33,,,,,0,,,0,,,40.63,-96.93,40.58,-96.92,,,PUB,19520626,1952-06-26 20:00:00,19520626,1952-06-26 20:00:00,Low,0.0,Low
195207,12,1600,195207,12,1600,,10073803,NEBRASKA,31,1952,July,Tornado,C,49,DEUEL,,12-JUL-52 16:00:00,CST,12-JUL-52 16:00:00,0,0,0,0,0.0,0,,0,,,,F1,27.6,33,,,,,0,,,0,,,41.17,-103.0,40.92,-102.58,,,PUB,19520712,1952-07-12 16:00:00,19520712,1952-07-12 16:00:00,Low,0.0,Low
195208,13,1730,195208,13,1730,,10073804,NEBRASKA,31,1952,August,Tornado,C,37,COLFAX,,13-AUG-52 17:30:00,CST,13-AUG-52 17:30:00,0,0,0,0,0.0,0,,0,,,,F3,3.3,1300,,,,,0,,,0,,,41.47,-97.28,41.43,-97.22,,,PUB,19520813,1952-08-13 17:03:00,19520813,1952-08-13 17:03:00,Low,0.0,Low
195208,13,1745,195208,13,1745,,10073805,NEBRASKA,31,1952,August,Tornado,C,23,BUTLER,,13-AUG-52 17:45:00,CST,13-AUG-52 17:45:00,1,0,0,0,0.0,0,,0,,,,F3,41.1,1300,,,,,0,,,0,,,41.35,-97.17,41.25,-96.38,,,PUB,19520813,1952-08-13 17:04:05,19520813,1952-08-13 17:04:05,Low,0.0,Low
195208,13,1900,195208,13,1900,,10073806,NEBRASKA,31,1952,August,Tornado,C,155,SAUNDERS,,13-AUG-52 19:00:00,CST,13-AUG-52 19:00:00,20,0,0,0,250000.0,0,,0,,,,F4,19.4,110,,,,,0,,,0,,,41.22,-96.58,41.02,-96.32,,,PUB,19520813,1952-08-13 19:00:00,19520813,1952-08-13 19:00:00,Low,0.0,High
195204,29,1600,195204,29,1600,,10073797,NEBRASKA,31,1952,April,Tornado,C,65,FURNAS,,29-APR-52 16:00:00,CST,29-APR-52 16:00:00,0,0,0,0,0.0,0,,0,,,,F1,1.0,20,,,,,0,,,0,,,40.15,-99.8,,,,,PUB,19520429,1952-04-29 16:00:00,19520429,1952-04-29 16:00:00,Low,0.0,Low
195205,8,1600,195205,8,1600,,10073798,NEBRASKA,31,1952,May,Tornado,C,33,CHEYENNE,,08-MAY-52 16:00:00,CST,08-MAY-52 16:00:00,0,0,0,0,0.0,0,,0,,,,F1,0.0,33,,,,,0,,,0,,,41.18,-103.33,,,,,PUB,19520508,1952-05-08 16:00:00,19520508,1952-05-08 16:00:00,Low,0.0,Low
195205,13,2100,195205,13,2100,,10073799,NEBRASKA,31,1952,May,Tornado,C,33,CHEYENNE,,13-MAY-52 21:00:00,CST,13-MAY-52 21:00:00,0,0,0,0,0.0,0,,0,,,,F1,0.0,33,,,,,0,,,0,,,41.42,-103.07,,,,,PUB,19520513,1952-05-13 21:00:00,19520513,1952-05-13 21:00:00,Low,0.0,Low
195205,26,1800,195205,26,1800,,10073800,NEBRASKA,31,1952,May,Tornado,C,33,CHEYENNE,,26-MAY-52 18:00:00,CST,26-MAY-52 18:00:00,0,0,0,0,0.0,0,,0,,,,F0,2.0,33,,,,,0,,,0,,,41.2,-103.03,,,,,PUB,19520526,1952-05-26 18:00:00,19520526,1952-05-26 18:00:00,Low,0.0,Low
195201,26,1530,195201,26,1530,,9983009,ARKANSAS,5,1952,January,Tornado,C,1,ARKANSAS,,26-JAN-52 15:30:00,CST,26-JAN-52 15:30:00,0,0,0,0,25000.0,0,,0,,,,F1,0.0,33,,,,,0,,,0,,,34.42,-91.4,,,,,PUB,19520126,1952-01-26 15:03:00,19520126,1952-01-26 15:03:00,Low,0.0,Moderate
195201,26,1600,195201,26,1600,,9983010,ARKANSAS,5,1952,January,Tornado,C,1,ARKANSAS,,26-JAN-52 16:00:00,CST,26-JAN-52 16:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.0,33,,,,,0,,,0,,,34.48,-91.55,,,,,PUB,19520126,1952-01-26 16:00:00,19520126,1952-01-26 16:00:00,Low,0.0,Moderate
195202,13,1630,195202,13,1630,,9983011,ARKANSAS,5,1952,February,Tornado,C,93,MISSISSIPPI,,13-FEB-52 16:30:00,CST,13-FEB-52 16:30:00,5,0,0,0,0.0,0,,0,,,,F2,0.3,33,,,,,0,,,0,,,35.95,-90.15,,,,,PUB,19520213,1952-02-13 16:03:00,19520213,1952-02-13 16:03:00,Low,0.0,Low
195203,3,545,195203,3,545,,9983012,ARKANSAS,5,1952,March,Tornado,C,83,LOGAN,,03-MAR-52 05:45:00,CST,03-MAR-52 05:45:00,0,0,0,0,250.0,0,,0,,,,F1,0.6,50,,,,,0,,,0,,,35.13,-93.93,,,,,PUB,19520303,1952-03-03 05:04:05,19520303,1952-03-03 05:04:05,Low,0.0,Low
195203,21,1440,195203,21,1440,,9983013,ARKANSAS,5,1952,March,Tornado,C,61,HOWARD,,21-MAR-52 14:40:00,CST,21-MAR-52 14:40:00,9,0,7,0,25000.0,0,,0,,,,F4,13.0,833,,,,,0,,,0,,,34.02,-94.02,34.22,-93.97,,,PUB,19520321,1952-03-21 14:04:00,19520321,1952-03-21 14:04:00,Low,0.0,Moderate
195203,21,1600,195203,21,1600,,9983014,ARKANSAS,5,1952,March,Tornado,C,125,SALINE,,21-MAR-52 16:00:00,CST,21-MAR-52 16:00:00,0,0,0,0,25000.0,0,,0,,,,F3,17.7,440,,,,,0,,,0,,,34.72,-92.82,34.78,-92.52,,,PUB,19520321,1952-03-21 16:00:00,19520321,1952-03-21 16:00:00,Low,0.0,Moderate
195203,21,1650,195203,21,1650,,9983015,ARKANSAS,5,1952,March,Tornado,C,145,WHITE,,21-MAR-52 16:50:00,CST,21-MAR-52 16:50:00,325,0,50,0,2500000.0,0,,0,,,,F4,14.6,1760,,,,,0,,,0,,,35.22,-91.7,35.37,-91.52,,,PUB,19520321,1952-03-21 16:05:00,19520321,1952-03-21 16:05:00,Low,0.0,Severe
195203,21,1700,195203,21,1700,,9983016,ARKANSAS,5,1952,March,Tornado,C,45,FAULKNER,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,6,0,0,0,25000.0,0,,0,,,,F2,0.0,33,,,,,0,,,0,,,34.95,-92.42,,,,,PUB,19520321,1952-03-21 17:00:00,19520321,1952-03-21 17:00:00,Low,0.0,Moderate
195203,21,1700,195203,21,1700,,9983017,ARKANSAS,5,1952,March,Tornado,C,85,LONOKE,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,9,0,9,0,250000.0,0,,0,,,,F3,16.2,33,,,,,0,,,0,,,34.53,-91.8,34.73,-91.65,,,PUB,19520321,1952-03-21 17:00:00,19520321,1952-03-21 17:00:00,Low,0.0,High
195203,21,1700,195203,21,1700,,9983018,ARKANSAS,5,1952,March,Tornado,C,85,LONOKE,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,6,0,2,0,250000.0,0,,0,,,,F4,7.6,33,,,,,0,,,0,,,34.9,-91.85,34.8,-91.8,,,PUB,19520321,1952-03-21 17:00:00,19520321,1952-03-21 17:00:00,Low,0.0,High
195203,21,1720,195203,21,1720,,9983019,ARKANSAS,5,1952,March,Tornado,C,117,PRAIRIE,,21-MAR-52 17:20:00,CST,21-MAR-52 17:20:00,5,0,1,0,2500.0,0,,0,,,,,0.0,417,,,,,0,,,0,,,34.72,-91.57,,,,,PUB,19520321,1952-03-21 17:02:00,19520321,1952-03-21 17:02:00,Low,0.0,Low
195203,21,1720,195203,21,1720,,9983020,ARKANSAS,5,1952,March,Tornado,C,117,PRAIRIE,,21-MAR-52 17:20:00,CST,21-MAR-52 17:20:00,15,0,5,0,250000.0,0,,0,,,,F2,13.3,417,,,,,0,,,0,,,34.8,-91.8,34.98,-91.73,,,PUB,19520321,1952-03-21 17:02:00,19520321,1952-03-21 17:02:00,Low,0.0,High
195207,16,1605,195207,16,1605,,9983035,ARKANSAS,5,1952,July,Tornado,C,91,MILLER,,16-JUL-52 16:05:00,CST,16-JUL-52 16:05:00,0,0,0,0,0.0,0,,0,,,,F2,1.1,50,,,,,0,,,0,,,33.45,-93.97,33.47,-93.97,,,PUB,19520716,1952-07-16 16:00:05,19520716,1952-07-16 16:00:05,Low,0.0,Low
195211,17,1630,195211,17,1630,,9983036,ARKANSAS,5,1952,November,Tornado,C,113,POLK,,17-NOV-52 16:30:00,CST,17-NOV-52 16:30:00,0,0,0,0,25000.0,0,,0,,,,F2,11.4,100,,,,,0,,,0,,,34.57,-94.4,34.7,-94.28,,,PUB,19521117,1952-11-17 16:03:00,19521117,1952-11-17 16:03:00,Low,0.0,Moderate
195212,20,1400,195212,20,1400,,9990146,CALIFORNIA,6,1952,December,Tornado,C,37,LOS ANGELES,,20-DEC-52 14:00:00,CST,20-DEC-52 14:00:00,0,0,0,0,0.0,0,,0,,,,,0.0,33,,,,,0,,,0,,,34.4,-118.53,,,,,PUB,19521220,1952-12-20 14:00:00,19521220,1952-12-20 14:00:00,Low,0.0,Low
195203,21,1730,195203,21,1730,,9983021,ARKANSAS,5,1952,March,Tornado,C,147,WOODRUFF,,21-MAR-52 17:30:00,CST,21-MAR-52 17:30:00,0,0,0,0,25000.0,0,,0,,,,F3,17.6,600,,,,,0,,,0,,,35.13,-91.45,35.27,-91.18,,,PUB,19520321,1952-03-21 17:03:00,19520321,1952-03-21 17:03:00,Low,0.0,Moderate
195203,21,1730,195203,21,1730,,9983022,ARKANSAS,5,1952,March,Tornado,C,147,WOODRUFF,,21-MAR-52 17:30:00,CST,21-MAR-52 17:30:00,180,0,29,0,2500000.0,0,,0,,,,F4,13.1,880,,,,,0,,,0,,,35.0,-91.25,35.13,-91.08,,,PUB,19520321,1952-03-21 17:03:00,19520321,1952-03-21 17:03:00,Low,0.0,Severe
195203,21,1740,195203,21,1740,,9983023,ARKANSAS,5,1952,March,Tornado,C,67,JACKSON,,21-MAR-52 17:40:00,CST,21-MAR-52 17:40:00,6,0,0,0,2500.0,0,,0,,,,F3,9.6,440,,,,,0,,,0,,,35.47,-91.2,35.53,-91.05,,,PUB,19520321,1952-03-21 17:04:00,19520321,1952-03-21 17:04:00,Low,0.0,Low
195203,21,1745,195203,21,1745,,9983024,ARKANSAS,5,1952,March,Tornado,C,111,POINSETT,,21-MAR-52 17:45:00,CST,21-MAR-52 17:45:00,0,0,0,0,2500.0,0,,0,,,,F3,18.9,440,,,,,0,,,0,,,35.53,-91.05,35.8,-90.97,,,PUB,19520321,1952-03-21 17:04:05,19520321,1952-03-21 17:04:05,Low,0.0,Low
195203,21,1800,195203,21,1800,,9983025,ARKANSAS,5,1952,March,Tornado,C,37,CROSS,,21-MAR-52 18:00:00,CST,21-MAR-52 18:00:00,5,0,4,0,250000.0,0,,0,,,,F4,0.0,880,,,,,0,,,0,,,35.42,-91.0,,,,,PUB,19520321,1952-03-21 18:00:00,19520321,1952-03-21 18:00:00,Low,0.0,High
195203,21,1845,195203,21,1845,,9983026,ARKANSAS,5,1952,March,Tornado,C,111,POINSETT,,21-MAR-52 18:45:00,CST,21-MAR-52 18:45:00,39,0,2,0,250000.0,0,,0,,,,F3,12.1,417,,,,,0,,,0,,,35.6,-90.72,35.67,-90.52,,,PUB,19520321,1952-03-21 18:04:05,19520321,1952-03-21 18:04:05,Low,0.0,High
195203,21,1845,195203,21,1845,,9983027,ARKANSAS,5,1952,March,Tornado,C,111,POINSETT,,21-MAR-52 18:45:00,CST,21-MAR-52 18:45:00,5,0,1,0,250000.0,0,,0,,,,F3,9.4,200,,,,,0,,,0,,,35.53,-90.42,35.62,-90.28,,,PUB,19520321,1952-03-21 18:04:05,19520321,1952-03-21 18:04:05,Low,0.0,High
195203,21,1900,195203,21,1900,,9983028,ARKANSAS,5,1952,March,Tornado,C,93,MISSISSIPPI,,21-MAR-52 19:00:00,CST,21-MAR-52 19:00:00,57,0,1,0,250000.0,0,,0,,,,F3,39.7,880,,,,,0,,,0,,,35.67,-90.52,35.95,-89.9,,,PUB,19520321,1952-03-21 19:00:00,19520321,1952-03-21 19:00:00,Low,0.0,High
195203,21,1900,195203,21,1900,,9983029,ARKANSAS,5,1952,March,Tornado,C,93,MISSISSIPPI,,21-MAR-52 19:00:00,CST,21-MAR-52 19:00:00,57,0,1,0,250000.0,0,,0,,,,F3,39.7,880,,,,,0,,,0,,,35.67,-90.52,35.95,-89.9,,,PUB,19520321,1952-03-21 19:00:00,19520321,1952-03-21 19:00:00,Low,0.0,High
195204,22,1830,195204,22,1830,,9983030,ARKANSAS,5,1952,April,Tornado,C,27,COLUMBIA,,22-APR-52 18:30:00,CST,22-APR-52 18:30:00,0,0,0,0,30.0,0,,0,,,,F1,0.3,150,,,,,0,,,0,,,33.32,-93.25,,,,,PUB,19520422,1952-04-22 18:03:00,19520422,1952-04-22 18:03:00,Low,0.0,Low
195201,28,530,195201,28,530,,9985769,FLORIDA,12,1952,January,Tornado,C,13,CALHOUN,,28-JAN-52 05:30:00,CST,28-JAN-52 05:30:00,3,0,0,0,25000.0,0,,0,,,,F1,0.5,17,,,,,0,,,0,,,30.47,-85.25,,,,,PUB,19520128,1952-01-28 05:03:00,19520128,1952-01-28 05:03:00,Low,0.0,Moderate
195201,28,645,195201,28,645,,9985770,FLORIDA,12,1952,January,Tornado,C,73,LEON,,28-JAN-52 06:45:00,CST,28-JAN-52 06:45:00,0,0,0,0,25000.0,0,,0,,,,F2,1.5,33,,,,,0,,,0,,,30.5,-84.23,,,,,PUB,19520128,1952-01-28 06:04:05,19520128,1952-01-28 06:04:05,Low,0.0,Moderate
195202,20,910,195202,20,910,,9985771,FLORIDA,12,1952,February,Tornado,C,5,BAY,,20-FEB-52 09:10:00,CST,20-FEB-52 09:10:00,4,0,0,0,25000.0,0,,0,,,,F2,1.5,73,,,,,0,,,0,,,30.17,-85.7,,,,,PUB,19520220,1952-02-20 09:01:00,19520220,1952-02-20 09:01:00,Low,0.0,Moderate
195204,22,1915,195204,22,1915,,9983031,ARKANSAS,5,1952,April,Tornado,C,63,INDEPENDENCE,,22-APR-52 19:15:00,CST,22-APR-52 19:15:00,0,0,0,0,2500.0,0,,0,,,,F1,0.0,100,,,,,0,,,0,,,35.9,-91.63,,,,,PUB,19520422,1952-04-22 19:01:05,19520422,1952-04-22 19:01:05,Low,0.0,Low
195206,4,1535,195206,4,1535,,9983032,ARKANSAS,5,1952,June,Tornado,C,75,LAWRENCE,,04-JUN-52 15:35:00,CST,04-JUN-52 15:35:00,0,0,0,0,0.0,0,,0,,,,F2,0.0,33,,,,,0,,,0,,,36.12,-90.93,,,,,PUB,19520604,1952-06-04 15:03:05,19520604,1952-06-04 15:03:05,Low,0.0,Low
195206,18,1430,195206,18,1430,,9983033,ARKANSAS,5,1952,June,Tornado,C,119,PULASKI,,18-JUN-52 14:30:00,CST,18-JUN-52 14:30:00,0,0,0,0,0.0,0,,0,,,,F0,0.0,33,,,,,0,,,0,,,34.7,-92.08,,,,,PUB,19520618,1952-06-18 14:03:00,19520618,1952-06-18 14:03:00,Low,0.0,Low
195207,16,1418,195207,16,1418,,9983034,ARKANSAS,5,1952,July,Tornado,C,91,MILLER,,16-JUL-52 14:18:00,CST,16-JUL-52 14:18:00,0,0,0,0,25000.0,0,,0,,,,F2,1.1,50,,,,,0,,,0,,,33.45,-93.97,33.47,-93.97,,,PUB,19520716,1952-07-16 14:01:08,19520716,1952-07-16 14:01:08,Low,0.0,Moderate
195202,13,1930,195202,13,1930,,10047285,MISSISSIPPI,28,1952,February,Tornado,C,99,NESHOBA,,13-FEB-52 19:30:00,CST,13-FEB-52 19:30:00,0,0,0,0,0.0,0,,0,,,,F0,0.0,33,,,,,0,,,0,,,32.77,-89.1,,,,,PUB,19520213,1952-02-13 19:03:00,19520213,1952-02-13 19:03:00,Low,0.0,Low
195204,5,45,195204,5,45,,10077703,NORTH CAROLINA,37,1952,April,Tornado,C,183,WAKE,,05-APR-52 00:45:00,CST,05-APR-52 00:45:00,0,0,0,0,25000.0,0,,0,,,,F2,6.9,300,,,,,0,,,0,,,35.8,-78.88,35.9,-78.88,,,PUB,19520405,,19520405,,Low,,Moderate
195205,10,1100,195205,10,1100,,10077704,NORTH CAROLINA,37,1952,May,Tornado,C,15,BERTIE,,10-MAY-52 11:00:00,CST,10-MAY-52 11:00:00,6,0,0,0,0.0,0,,0,,,,F2,0.0,33,,,,,0,,,0,,,36.1,-77.25,,,,,PUB,19520510,1952-05-10 11:00:00,19520510,1952-05-10 11:00:00,Low,0.0,Low
195205,20,1100,195205,20,1100,,10077705,NORTH CAROLINA,37,1952,May,Tornado,C,95,HYDE,,20-MAY-52 11:00:00,CST,20-MAY-52 11:00:00,2,0,0,0,0.0,0,,0,,,,F2,1.5,33,,,,,0,,,0,,,35.47,-76.38,,,,,PUB,19520520,1952-05-20 11:00:00,19520520,1952-05-20 11:00:00,Low,0.0,Low
195207,23,1100,195207,23,1100,,10077706,NORTH CAROLINA,37,1952,July,Tornado,C,83,HALIFAX,,23-JUL-52 11:00:00,CST,23-JUL-52 11:00:00,0,0,0,0,25000.0,0,,0,,,,F2,0.0,33,,,,,0,,,0,,,36.25,-77.75,,,,,PUB,19520723,1952-07-23 11:00:00,19520723,1952-07-23 11:00:00,Low,0.0,Moderate
195208,31,1100,195208,31,1100,,10077707,NORTH CAROLINA,37,1952,August,Tornado,C,169,STOKES,,31-AUG-52 11:00:00,CST,31-AUG-52 11:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.0,33,,,,,0,,,0,,,36.25,-80.17,,,,,PUB,19520831,1952-08-31 11:00:00,19520831,1952-08-31 11:00:00,Low,0.0,Moderate
195205,22,1900,195205,22,1900,,10063634,MISSOURI,29,1952,May,Tornado,C,95,JACKSON,,22-MAY-52 19:00:00,CST,22-MAY-52 19:00:00,1,0,0,0,250000.0,0,,0,,,,F2,1.3,440,,,,,0,,,0,,,38.9,-94.27,38.93,-94.23,,,PUB,19520522,1952-05-22 19:00:00,19520522,1952-05-22 19:00:00,Low,0.0,High
195207,17,1615,195207,17,1615,,10063635,MISSOURI,29,1952,July,Tornado,C,139,MONTGOMERY,,17-JUL-52 16:15:00,CST,17-JUL-52 16:15:00,0,0,0,0,25000.0,0,,0,,,,F1,0.2,10,,,,,0,,,0,,,38.97,-91.5,,,,,PUB,19520717,1952-07-17 16:01:05,19520717,1952-07-17 16:01:05,Low,0.0,Moderate
195208,21,20,195208,21,20,,10063636,MISSOURI,29,1952,August,Tornado,C,159,PETTIS,,21-AUG-52 00:20:00,CST,21-AUG-52 00:20:00,13,0,1,0,25000000.0,0,,0,,,,F2,1.3,300,,,,,0,,,0,,,38.68,-93.27,38.7,-93.23,,,PUB,19520821,,19520821,,Low,,Severe
195211,16,1600,195211,16,1600,,10063637,MISSOURI,29,1952,November,Tornado,C,147,NODAWAY,,16-NOV-52 16:00:00,CST,16-NOV-52 16:00:00,2,0,0,0,25000.0,0,,0,,,,F3,21.6,600,,,,,0,,,0,,,40.45,-95.07,40.57,-94.68,,,PUB,19521116,1952-11-16 16:00:00,19521116,1952-11-16 16:00:00,Low,0.0,Moderate
195203,3,1310,195203,3,1310,,9979436,ALABAMA,1,1952,March,Tornado,C,107,PICKENS,,03-MAR-52 13:10:00,CST,03-MAR-52 13:10:00,6,0,0,0,25000.0,0,,0,,,,F3,3.3,440,,,,,0,,,0,,,33.33,-87.9,33.37,-87.87,,,PUB,19520303,1952-03-03 13:01:00,19520303,1952-03-03 13:01:00,Low,0.0,Moderate
195203,22,1500,195203,22,1500,,9979437,ALABAMA,1,1952,March,Tornado,C,103,MORGAN,,22-MAR-52 15:00:00,CST,22-MAR-52 15:00:00,50,0,4,0,25000.0,0,,0,,,,F4,21.6,100,,,,,0,,,0,,,34.6,-87.0,34.68,-86.63,,,PUB,19520322,1952-03-22 15:00:00,19520322,1952-03-22 15:00:00,Low,0.0,Moderate
195204,4,620,195204,4,620,,9979438,ALABAMA,1,1952,April,Tornado,C,97,MOBILE,,04-APR-52 06:20:00,CST,04-APR-52 06:20:00,2,0,0,0,25000.0,0,,0,,,,F1,0.2,200,,,,,0,,,0,,,30.7,-88.28,,,,,PUB,19520404,1952-04-04 06:02:00,19520404,1952-04-04 06:02:00,Low,0.0,Moderate
195204,5,1500,195204,5,1500,,10038923,MARYLAND,24,1952,April,Tornado,C,11,CAROLINE,,05-APR-52 15:00:00,CST,05-APR-52 15:00:00,0,0,0,0,250.0,0,,0,,,,F0,0.3,33,,,,,0,,,0,,,39.12,-75.75,,,,,PUB,19520405,1952-04-05 15:00:00,19520405,1952-04-05 15:00:00,Low,0.0,Low
195208,31,2200,195208,31,2200,,10038924,MARYLAND,24,1952,August,Tornado,C,31,MONTGOMERY,,31-AUG-52 22:00:00,CST,31-AUG-52 22:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.0,70,,,,,0,,,0,,,39.02,-77.22,39.03,-77.23,,,PUB,19520831,1952-08-31 22:00:00,19520831,1952-08-31 22:00:00,Low,0.0,Moderate
195205,10,900,195205,10,900,,9979439,ALABAMA,1,1952,May,Tornado,C,57,FAYETTE,,10-MAY-52 09:00:00,CST,10-MAY-52 09:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.2,50,,,,,0,,,0,,,33.73,-87.75,,,,,PUB,19520510,1952-05-10 09:00:00,19520510,1952-05-10 09:00:00,Low,0.0,Moderate
195205,10,900,195205,10,900,,9979440,ALABAMA,1,1952,May,Tornado,C,57,FAYETTE,,10-MAY-52 09:00:00,CST,10-MAY-52 09:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.2,50,,,,,0,,,0,,,33.73,-87.75,,,,,PUB,19520510,1952-05-10 09:00:00,19520510,1952-05-10 09:00:00,Low,0.0,Moderate
195205,10,900,195205,10,900,,9979441,ALABAMA,1,1952,May,Tornado,C,57,FAYETTE,,10-MAY-52 09:00:00,CST,10-MAY-52 09:00:00,0,0,0,0,25000.0,0,,0,,,,F1,0.2,50,,,,,0,,,0,,,33.73,-87.75,,,,,PUB,19520510,1952-05-10 09:00:00,19520510,1952-05-10 09:00:00,Low,0.0,Moderate
195203,22,5,195203,22,5,,10035925,KENTUCKY,21,1952,March,Tornado,C,123,LARUE,,22-MAR-52 00:05:00,CST,22-MAR-52 00:05:00,18,0,0,0,250000.0,0,,0,,,,F3,2.7,33,,,,,0,,,0,,,37.53,-85.72,37.55,-85.67,,,PUB,19520322,,19520322,,Low,,High
